Cortège du NPA agressé par l’extrême droite : nous ne nous laisserons pas intimider !  https://npa2009.org/communique/cortege-du-npa-agresse-par-lextreme-droite-nous-ne-nous-laisserons-pas-intimider …
"Le gouvernement prépare en urgence une loi contre les casseurs en manif. Mais rien contre les casseurs d’emplois que sont Ford, Carrefour et tant d’autres. Jamais rien contre cette violence sociale qui fait des ravages pour des millions de gens. C’est par là qu’il faut commencer."
"Actes 11, 12 ... oui la mobilisation «Gilets Jaunes» doit franchir une étape, gagner plus de monde dans la rue et être appuyée par un mouvement de grève qui se généralise. Notre force c’est le nombre pour imposer arrêt des injustices sociales, partage des richesses, démocratie."
"On ne le critique pas, il est avec nous, on l’accueille, on l’accompagne, on lui raconte notre histoire. On pense au contraire que ça lui plait. En tout cas il est là de son plein gré. Enfin on suppose ... tant qu’il ne dit pas le contraire."
"Pour sauver l’usine, soirée concert de soutien le samedi 2 mars à Bordeaux. Et en bonus un clip-pub avec Teddy notre mascotte. https://www.facebook.com/808218702555770/posts/2298208240223468/ …"
Le nouvel ambassadeur #TeddyRiner en visite à Ford Blanquefort. Nous l’avons accueilli comme il se doit devant l’usine. Son idée c’est sauver l’usine. C’est Teddy qui l’a dit. pic.twitter.com/wOR0KJKO1Q
"Pourquoi faudrait-il s’indigner des vitrines cassées ou des voitures brûlées ? La seule « casse » insupportable, c’est quand même celle qui produit la pauvreté, la précarité, les inégalités sociales. C’est aussi cette répression sidérante qui mutile/défigure les manifestant.e.s."
"C’est Teddy Riner qui le dit : Il est avec nous les salariés, contre la fermeture de l’usine Ford. pic.twitter.com/1vDQJ5fZ1K"
"Tweet de pub cinéma : À voir le très beau film « Les Invisibles » qui racontent des vies de femmes précaires. C’est beau, profondément émouvant, avec de la révolte contre cette société injuste et beaucoup d’humour. Les actrices professionnelles comme amatrices sont excellentes."
"En attendant les manifestations de demain, c’est le ministre Castaner qui « déborde » avec des paroles violentes. Ses menaces contre les manifestants sont clairement un encouragement à une forte répression. Cette volonté de faire taire, faire peur, faire mal est lourde de danger."
"A chacun sa cagnotte ? Il y en a une qui fait peu parler d’elle mais qui semble la plus scandaleuse. Celle des actionnaires du CAC40 : 57 milliards d’euros. Un record depuis 10 ans ! Et on nous parle de crise, de déficit... il y a bien l’argent pour répondre à l’urgence sociale."
"Ça débat beaucoup sur les modalités du prochain #GrandDebatNational mais il se déroule déjà dans la rue depuis quelques semaines, surtout les samedis. Les thèmes sont même connus : répartition des richesses, réduction inégalités sociales, démocratie directe, services publics..."
"Je demande officiellement à être reçu par le nouvel ambassadeur de Ford, @teddyriner. En tant que salarié de la multinationale, je voudrais lui raconter notre lutte pour sauver l’usine Ford Blanquefort et nos emplois (plus de 2000 directs et induits dans la région Bordelaise)."
"Si le mouvement se durcit, c’est la réponse logique à la radicalisation d’une répression d’Etat, brutale et injuste, qui frappe aveuglément tous les manifestants. C’est le pouvoir qui fait le choix de l’engrenage de la violence. À commencer par les choix ultra-libéraux criminels."
"Argument suprême des défenseurs du système : le mouvement des gilets jaunes pèse sur l’économie. Mais justement, il faut stopper le chômage, la pauvreté comme le démantèlement des services publics qui coûtent très cher à la société. Il y a bien urgence à répartir les richesses."
"Quand un hôpital, une école, une gare ou une usine Ford ferme, « c’est d’une extrême violence, c’est la République qui est attaquée » !"
"Gouvernement et machine médiatique sont braqués contre les violences des manifestants. Ça se plaint, ça dénigre, ça rabâche des images quitte à désinformer. En vrai la contestation des injustices sociales continue logiquement. Et le camp des privilégiés n’a pas fini de trembler."
"#Bobigny. Moins de cris quand des habitant.e.s meurent dans l’incendie de leur immeuble que quand ce sont des voitures qui brûlent lors d’une manif. Pourtant la violence est aussi là, jusque dans les logements des quartiers populaires moins sécurisés. C’est la pauvreté qui tue."
"Moins de manifestants aujourd’hui ? Vrai ou pas, les chiens de garde médiatiques se sentent encouragés à enfoncer le mouvement, à lui reprocher sa légitimité et sa violence (ou radicalité). Signe de leur crainte et gêne d’un mouvement social qui remet en cause l’ordre en place ?"
"Mieux vaut tard que jamais. L’Etat tente un coup de pression en menaçant #Ford de ne plus acheter ses véhicules. Oui le boycott, ça peut être efficace. Mais pour faire reculer Ford, il faudra plus que protester et menacer. L’Etat doit imposer le sauvetage et la reprise de l’usine"
"La joie des passages médias. Venu de Bordeaux car invité par LCI, me voilà donc sur le plateau de LCI depuis 30 minutes, pour parler mais ... priorité au direct qu’ils disent, donc je me farcis la conf de presse de Griveaux sur le conseil des ministres. Foutage de gueule !"
"#RIC La vraie démocratie ce n’est pas juste voter même par référendum. La population dans son ensemble doit avoir le droit de choisir et révoquer ses représentants, de décider et contrôler, au quotidien. Mais surtout, le pouvoir réel doit être entre les mains de la population."
"#FordBlanquefort : parce le « même pas mort » c’est encore vrai, peut-être pas pour longtemps mais on s’acharne à défendre les emplois directs-induits et sauver l’usine ! Un livre à lire, à faire connaître. Signé par des artistes et intellectuels solidaires. Paru chez Libertalia. pic.twitter.com/viy95fZjFH"
"#BoycottFord. Les « casseurs » ce sont les multinationales comme Ford qui font des profits, se gavent de subventions publiques et qui suppriment des milliers emplois, se moquant délibérément de la collectivité. Alors comme le dit son slogan « go further » et boycottons Ford."
"Côté gouvernement comme dans les médias, se multiplient les appels au calme adressés aux #giletsjaunes. C’est toujours aux mêmes de se taire, de subir ou de culpabiliser. Ça doit changer. C’est le pouvoir qui doit « calmer » sa politique antisociale et la répression des manif."
"#Ford n’en a pas fini avec nous ! Oui nous sommes en ballotage très défavorable. Mais avec tous les appuis que nous trouverons, le but reste de sauver l’usine et les emplois directs + induits. La hargne l’emporte sur l’écœurement et la bataille continue pour faire plier Ford."
Alors heureux Mathieu ? Maintenant Macron a parlé et on est bien avancés.
"Macron va parler ... pour temporiser, manipuler, intimider avec un seul objectif : faire taire la contestation. La mobilisation doit continue et s’étendre. On a besoin d’un rapport de force favorable pour imposer des réponses à nos difficultés et  une politique sociale radicale."
"Même faux débat dans les médias : l’image de la France serait-elle abimée par la violence de la contestation sociale ? Et pourquoi ne le serait-elle pas par la violence de la pauvreté, du chômage, des logements insalubres, des morts aux travail ou maladies professionnelles ?"
"Les directions syndicales déjà incapables de se solidariser clairement avec la contestation sociale actuelle, ont signé hier une déclaration ne dénonçant même pas la violence d’Etat et n’appelant même pas à une mobilisation générale nécessaire maintenant. Dépassées elles aussi ?"
"Le gouvernement a peur pour lui alors il veut nous faire peur. Il nous parle de chaos et de violence or c’est sa politique qui est violente et qui crée le chaos. C’est l’appauvrissement de la population, l’explosion de la pauvreté et des inégalités sociales qui sont dangereuses."
"Débat surréaliste sur BFM, des ministres aidés grossièrement par les 2 présentateurs, illustration du mépris et haine de classe, des riches contre les pauvres qui se révoltent, le camp des privilégiés contre les #giletsjaunes, faisant la morale pour les culpabiliser. Détestable !"
"Le gouvernement est dépassé mais pour gagner sur les revendications sociales, ça paraît évident qu’il faut la jonction avec la révolte des #giletsjaunes. Mettons-nous y tous vite, avec lycéens, routiers, agriculteurs, ensemble vers un mouvement de grève générale en bloquant tout."
"Merci c’est gentil, y en a besoin effectivement. PhP"
"Poser les bases d'une autre organisation sociale, d'une autre façon de faire de la politique, d'une démocratie radicale. Prendre nos affaires en mains, décider par et pour nous-mêmes. Afin d'éviter que le pouvoir soit confisqué par une minorité motivée par ses seuls intérêts."
"Pendant qu’une colère s’exprime durement contre la baisse du niveau de vie, les directions syndicales restent inertes alors qu’il est urgent de rejoindre les #giletsjaunes en appelant à une mobilisation générale pour l’augmentation des salaires, pensions et minima sociaux de tous"
La démission de Macron c’est sûr ça ferait du bien. Mais après ? On aurait un autre gouvernement qui mènerait à peu près la même politique antisociale subie depuis des décennies ? Il faut une révolte à des millions en grève et dans la rue pour stopper la rapacite des possédants.
"#giletsjaunes. Des milliers de forces de l’ordre, 10000 grenades, des matraques en illimité ... un Etat d’urgence envisagé ... le gouvernement part en guerre contre les classes populaires. Pauvreté et répression, voilà la violence des possédants défendant ainsi leurs privilèges."
"Pouvoir, privilégiés et media dénoncent ou se plaignent des violences de rue. Ces gens là ne voient pas, ne veulent pas voir la violence profonde d’une société d’injustices, de pauvreté, d’exclusions. Et la violence d’Etat répressive qui remet en cause le droit de contester."
"Au final, ce serait les #giletsjaunes qui fêteraient les 50 ans de mai 68. Il y a comme un air de révolte, tant de sentiments d’injustice et de colère, qu’on est peut-être pas si loin de situations d’émeutes. Faudrait y aller tous ensemble, pour une contestation sociale radicale."
"Clip de la lutte contre la fermeture de l’usine Ford. Tout se joue d’ici le 17 décembre. Faut faire du bruit, faut absolument sauver l’usine et les 400 emplois directs + les 1500 emplois induits.  https://www.facebook.com/100002606385124/posts/1926778597419001/ …"
"Le mécontentement social accumulé depuis des années semble en mesure de s’exprimer plus clairement, plus radicalement. Faisons converger les mouvements des gilets jaunes et syndical, avec toutes les luttes actuelles dans de nombreux secteurs. Tous ensemble le 1er décembre."
"@edouard_louis « Ce que la bourgeoisie n’a pas supporté, c’est que je refuse d’être leur pauvre » https://npa2009.org/idees/social-autres/ce-que-la-bourgeoisie-na-pas-supporte-cest-que-je-refuse-detre-leur-pauvre …"
"En quoi la politique ou les discours de Macron et de son shérif Castaner seraient moins violents ou plus légitimes que la colère qui s’exprime dans la rue en ce moment, même dans ses formes les plus « dérangeantes » ?"
"Champs Élysées, de la fête du foot en juillet aux barricades de la colère en novembre. Le « tous ensemble » n’a déjà plus le même visage. Reflet plus réaliste d’un monde profondément inégalitaire et injuste."
"Aux Champs Élysées, c’est la violence des politiques de Macron et des gouvernements précédents, c’est celle des politiques de course aux profits et d’enrichissement des possédants au détriment de la population, c’est tout ça qui explose en ce moment. Et c’est pas fini."
"Parce que la fermeture de l’usine est inadmissible, parce que Ford ne doit pas partir sans rendre des comptes à la collectivité, parce que l’Etat ne doit pas nous faire payer la rapacité patronale, on manifestera ce samedi en espérant encore pouvoir changer la donne. pic.twitter.com/4f2wQ23wcY"
"C’est le moment d’agir en appelant à une mobilisation générale pour des augmentations des salaires et des pensions, pour une juste répartition des richesses. Les directions syndicales ont tort de ne pas se joindre au mouvement social actuel. Pour des samedi 24/11 et 1/12 de lutte"
"Contre les violences sexuelles et sexistes, construisons un mouvement féministe massif et international ! Manifestons samedi prochain ! https://npa2009.org/agir/feminisme/contre-les-violences-sexuelles-et-sexistes-construisons-un-mouvement-feministe-massif …"
Y aurait-il une justice sociale au Japon ? En tout cas le patron ultra riche de Renault-Nissan vient d’être arrêté pour malversation. Ce voleur (15 millions € annuels) aurait piqué dans la caisse de Nissan. Reste plus qu’à s’occuper de ce qu’il a volé aux salariés de Renault.
"La colère gronde un peu partout ? Tant mieux. Plusieurs mobilisations actuellement pour ne plus subir les reculs sociaux. Parmi ces luttes, il y a celle contre la fermeture de l’usine Ford avec la manifestation samedi 24 novembre à Blanquefort. Rdv devant l’usine. pic.twitter.com/fRnZGCQCwg"
"Les #giletsjaunes seraient-ils en train de faire ce que le mouvement syndical n’avait pas réussi ? Un mouvement surprenant, qui se prolonge, originale dans sa forme, qui exprime clairement détermination et colère contre le gouvernement. Une mobilisation générale devient possible."
"#17Novembre. Intéressant de voir la droite et l’extrême droite limiter le mouvement à un ras le bol « fiscal ». La colère est bien plus large : il faut des services publics, des meilleurs salaires, des logements décents. C’est vraiment un problème de redistribution des richesses."
"#Souscription du NPA : si ce n’est pas nous, qui ? https://npa2009.org/actualite/politique/souscription-du-npa-si-ce-nest-pas-nous-qui …"
Le 18 décembre avec les #migrants : solidarité contre ensauvagement https://npa2009.org/actualite/antiracisme/le-18-decembre-avec-les-migrantes-solidarite-contre-ensauvagement …
"Pour une opération gilet rouge. Rouge de la colère sociale, dès  maintenant et après le 17/11. Pour le partage des richesses, pour de vrais services publics de transports, de santé, d’éducation, bancaire, pour des augmentations de salaires, contre le chômage. Vive la révolte."
"Référendum « autodétermination » : Juste pour dire qu’on est contre le colonialisme et du côté des 43% qui ont voté pour l’indépendance de la Kanaky. Le droit à l’autodétermination des peuples est légitime partout, pour kanaks aussi évidemment. La lutte continue donc, solidarité."
Ils risquent 10 ans de prison et une lourde amende pour leur solidarité avec des personnes migrantes. Signez la pétition https://bit.ly/2RGb3OO 
"La SNCF invente la place « non attribuée » mais plein tarif. On se place où on peut, ici dans la voiture bar, avec rayon lecture. Les cheminots grévistes avaient bien raison de lutter pour défendre le service public de transport. Ça se dégrade fort. La lutte doit continuer. pic.twitter.com/Zdsxkt0YMI"
Soutien au Collectif CPasDemainLaVeille qui lutte contre la fermeture de la Maternité du Blanc (à côté de Châtellerault-36) ou plus précisément qui lutte pour sa réouverture. Solidarité avec celles et ceux qui occupent. Pour un service public de santé accessible à toutes et tous.
"Solidarité avec les salariés d’Ascoval (Nord) menacés de perdre leur boulot. Comme chez nous à l’usine Ford, Valourec leur patron actuel, qui a touché des aides publiques importantes, veut liquider l’affaire alors qu’il y a un candidat à la reprise. Soutien à leur lutte. Courage."
"Soutien aux salarié.e.s de l’Hotel de luxe Park Hyatt à Paris. En grève depuis le 25 septembre pour l’augmentation des salaires, contre la sous-traitance, pour un même statut pour tous les salarié.e.s, pour le respect et la dignité. Apportons leur notre solidarité devant l’hôtel. pic.twitter.com/0A2bC9axmB"
"Après Lepaon (CGT) en 2015, c’est Pavageau (FO) qui démissionne. Confirmation de mœurs condamnables de nombreux dirigeants syndicaux plus attirés par les salons que par la rue. Fonctionnements opaques et non démocratiques. Il y a une déconnexion réelle avec les bases militantes."
"Aujourd’hui, décision de justice scandaleuse et dégueulasse avec la condamnation de 2 étudiants à des peines de prison, une avec du sursis et l’autre avec du ferme ! Cela pour avoir manifesté contre Parcoursup il y a 6 mois. Répondons par une mobilisation plus forte. Solidarité."
"17 Octobre 1961 : ""Ici, on noie les Algériens""  https://npa2009.org/actualite/politique/17-octobre-1961-ici-noie-les-algeriens … pic.twitter.com/uNl5TAnIK7"
#FordBlanquefort : l’usine ne tourne pas aujourd’hui. Entre écœurement et colère. Les dirigeants de Ford Europe n’ose même pas venir sur le site pour s’expliquer à la réunion extraordinaire du CE. Mobilisation pour sauver les emplois.
"Même avec un plan de reprise officiel, Ford préfère fermer l’usine de Blanquefort et virer tout les  http://xn--salari-gva.essalarié.es . C’est injustifiable et incroyablement dégueulasse. Mais pas question de se résigner. La bataille doit continuer pour faire plier Ford."
"Solidarité avec le personnel de l’Opéra de Bordeaux : précarité des salariés, orchestre évincé d’un spectacle, service public mis à mal. pic.twitter.com/rO08T382sc"
"#MondialAuto. Le stand Ford au Salon de l’Auto à Paris, aujourd’hui devant et pas dedans plus précisément. Pour faire entendre notre lutte contre la fermeture de l’usine de Blanquefort. pic.twitter.com/KCJR3zpnny"
"Ford ne vient pas au Mondial de l’auto à Paris ? Qu’à cela ne tienne, les salariés de usine de Blanquefort y seront le vendredi 12 octobre et tiendront le stand « Ford » devant les portes du salon. Pas pour vendre mais pour sauver une usine et les emplois. Parce qu’on existe ! pic.twitter.com/H3xFIQtDxr"
"C’est plutôt la panique au gouvernement depuis un moment : multiplication des affaires, couacs divers, démissions de plusieurs ministres, difficultés pour en trouver d’autres, chute de popularité... Dommage que la contestation sociale ne soit pas à la hauteur pour le faire chuter"
"Sans surprise, le rapport spécial du #GIEC sur le réchauffement de 1,5°C maximum confirme que les impacts du changement climatique anthropique sont redoutables et ont été sous-estimés, tant sur le plan social que sur le plan environnemental.    https://npa2009.org/actualite/ecologie/notre-planete-nos-vies-la-vie-valent-plus-que-leurs-profits … #climat"
"« Ce qui rend le #fascisme possible, c’est une crise d’ensemble des médiations politiques, idéologiques et institutionnelles » https://npa2009.org/idees/politique/ce-qui-rend-le-fascisme-possible-cest-une-crise-densemble-des-mediations-politiques …"
"Une traversée de rue : Les « Ford » en soutien aux « GM&S » contre leurs licenciements. Les « Goodyear » la semaine dernière, décidément, d’hier, d’aujourd’hui, de demain, c’est la catastrophe des fermetures d’usines et des licenciements. Solidaires avant de regrouper les luttes? pic.twitter.com/4d6sJOB5Ny"
#MondialDeLAutomobile : masquer la casse sociale et le dieselgate https://npa2009.org/actualite/entreprises/mondial-de-lautomobile-masquer-la-casse-sociale-et-le-dieselgate …
Soutien aux salarié.e.s ex-Goodyear au tribunal aujourd’hui contre leurs licenciements. Une délégation Cgt-Ford se rend à Amiens aujourd’hui. Solidarité et convergence pour la défense des emplois de toutes et tous.
"Mondial de l’auto à Paris : il y aura bien un stand « Ford », le nôtre. La multinationale décide de fermer son usine et se débine. Du coup des salariés s’installeront devant les portes du Salon, le 12 octobre : pas de véhicules à vendre, juste des emplois et une usine à défendre. pic.twitter.com/rDUWG8yEKC"
"Salah Hamouri vient d’être libéré, c’est une très bonne nouvelle. Il était emprisonné par Israël d’une manière incroyablement arbitraire et injuste, depuis 13 mois ! La bataille continue pour la libération des autres prisonniers politiques et pour la liberté du peuple palestinien"
"À lire, à signer (si accord évidemment) et à partager !Manifeste pour l'accueil des migrants par Collectif | Politis  https://www.politis.fr/articles/2018/09/manifeste-pour-laccueil-des-migrants-39366/ … via @Politis_fr"
Le livre « Ford Blanquefort - Même pas mort » est sorti hier (chez Libertalia). En soutien à la lutte contre la fermeture de l’usine. Il sera en vente demain à la manif de 14h à Bordeaux pour la défense des emplois. Bernard Lavilliers a déjà le livre et visiblement il est content pic.twitter.com/yuoYdt2kLV
"Hey Macron ! La meilleure façon de trouver un emploi, c’est de garder celui qu’on a. Alors au lieu de faire la leçon, agissez en empêchant les fermetures d’usines, comme celle de Ford à Blanquefort, en stoppant les nombreux plans de licenciements scandaleux et injustifiables."
Des ouvriers Ford traversent la rue pour aller chercher du boulot. #TraverseLaRueCommeManu #Nonàlafermeturedelusine pic.twitter.com/gJ55zAWSx9
"#Ford liquide en silence le site de Blanquefort. Plus de 3000 emplois menacés. Mais pas de problème, si on suit la logique de #Macron, il suffirait donc de traverser une allée de l’usine pour retrouver du boulot. On comprend mieux le laisser-faire du gouvernement. Plutôt obscène. pic.twitter.com/eg5RHPyhCF"
"Pour leur « rentrée », M.LePen et le RN s’en prennent  violemment et bêtement aux migrants, d’autant plus qu’ils aimeraient faire oublier leurs affaires judiciaires et leurs mœurs de politiciens corrompus, qu’ils appartiennent eux aussi à la vieille caste de privilégiés."
Alerte licenciements : l’usine Ford est en train de fermer dans un silence surréaliste : 900 emplois directs et 3000 indirects sont concernés. Injustifiables et scandaleux ! pic.twitter.com/nRibZNe9oL
Sortie du livre « Ford Blanquefort - même pas mort » soutien à la lutte contre la fermeture de l’usine. Textes et dessins. Chez Libertalia et au stand NPA à la fête de L’Huma. En solidarité ! pic.twitter.com/AQF12RjULU
"Plan pauvreté ? Même si des mesures étaient vraiment appliquées, ça ne rattrapera jamais les reculs du niveau de vie, liés à toutes les attaques antisociales imposées. Tout le monde le sait bien, ça ne répondra pas à la pauvreté de millions de gens, c’est du bluff c’est cynique."
"Plan pauvreté de Macron : du flou, du pipeau. Combattre la pauvreté, c’est en finir avec le libéralisme,  stopper les licenciements et suppressions d’emplois, augmenter les salaires, retraites et minima sociaux, préserver les APL et les aides sociales, le partage des richesses..."
"Macron plus impopulaire que Hollande. Un exploit largement mérité. Sauf qu’il ne tombera pas comme ça. À nous d’agir, la bataille pour les intérêts de toute la population contre les fortunés doit reprendre de plus belle. Et les emmerdes du gouvernement peuvent redonner confiance."
"Démission de Hulot (enfin!) : le gouvernement s’enfonce un peu plus dans la fragilisation et le doute. Mais c’est à nous, le mouvement social, à agir rapidement pour provoquer son effondrement et ainsi stopper la spirale infernale des reculs sociaux comme la brutalité du pouvoir."
"Samedi 22 septembre à Bordeaux : Manifestation contre la fermeture de l’usine Ford et pour la défense des emplois de toutes et tous (privé-public). Réunion unitaire Synd-Asso-Partis-Élus pour préparer cette manifestation, le mardi 4 septembre 18h30 au CE de l’usine à Blanquefort. pic.twitter.com/7rspQGK1P4"
"Sans surprise Macron déclare ne rien lâcher dans sa politique antisociale. Sans surprise non plus, nous serons nombreux dans le mouvement social à ne rien lâcher dans la lutte pour la répartition des richesses. La seule question, c’est quand va enfin exploser la colère sociale."
"Briançon le 17 août : Visite de soutien au « Refuges Solidaires » avec l’asso TousMigrants qui accueillent et aident les migrant-e-s. Couchage, sanitaire, nourriture, habillement, premiers soins ... Plus de 5000 ainsi aidés-sauvés en un an. Bravo aux bénévoles. Vive la solidarité pic.twitter.com/0KI9ufZmUY"
"Le couple Poutou vu au fort de Briançon : « c’est tout aussi joli, y a pas de piscine mais c’est beaucoup plus tranquille ! » pic.twitter.com/cB5Wmp1OHW"
"Affaire Benalla, scandale ou fonctionnement « normal » du pouvoir. Entre triches diverses, corruptions, mensonges, abus de pouvoirs, répressions brutales ... combien d’affaires pour Macron et son gouvernement en 14 mois seulement ? On a comme une envie de révoquer toute la bande."
Faut libérer les frères Traoré. Justice pour Adama. pic.twitter.com/hG1QPYZeDn
"À la manifestation à Beaumont/Oise, justice pour Adama, justice pour tous les jeunes des quartiers populaires tués par la police. Convergence contre la répression d’Etat. pic.twitter.com/D1xOHPbnIC"
"« On ne peut pas garder la bougie quand l’électricité arrive » déclare cyniquement la ministre ... du travail(!). Les licenciements n’ont évidemment rien à voir avec le progrès technique ou scientifique. C’est juste le résultat de la rapacité patronale, de l’égoïsme des riches."
"À mettre dans le paysage de la rentrée : manifestation unitaire contre la fermeture de l’usine, samedi 22 septembre à Bordeaux. Ça veut dire qu’on ne lâche pas et que Ford n’en a pas fini avec nous. Ça veut dire aussi que l’Etat et le gouvernement devront s’en mêler pour de bon. pic.twitter.com/lWbu8VpkHw"
Ras le bol et mouvement de colère ce matin à l’usine Ford. À quoi bon travailler aujourd’hui alors que Ford se prépare à liquider l’usine ? Démotivation complète étant donné le profond mépris de Ford. Comment défendre les emplois et notre avenir quand tout semble perdu d’avance ?
"“La #CoupeDuMonde, ce moyen rêvé pour nous faire oublier que les politiques menées détruisent notre vivre-ensemble” https://npa2009.org/actualite/antiracisme/la-coupe-du-monde-ce-moyen-reve-pour-nous-faire-oublier-que-les-politiques …"
"Ambiance moins festive sur les Champs Elysées ce matin avec le défilé des forces armées. Le « vivre ensemble » en prend un coup, avec un esprit militariste et viril. En plus ça se moque de l’environnement (pollution), de l’argent public gaspillé (pas de restriction budgétaire ?)."
 pic.twitter.com/3CfDlBcL4D
"C’est donc ça, le tous ensemble et le vivre ensemble ? Juste une place en finale ? Le temps d’oublier nos malheurs comme si ça pouvait les effacer ? Et puis tout reviendra à la normale, tout le monde reprendra sa place ? N’est-ce pas artificiel et manipulateur quelque part ?"
Il se passe quoi ce soir sur les champs Élysées ? Y a du monde bizarre ! Y a une manifestation contre les attaques antisociales du gouvernement ? Un réveil de la population qui se mobilise enfin contre les licenciements ou pour l’accueil des réfugiés ? Ça devait arriver. Ouf.
"Action des « ford » Blanquefort aujourd’hui. On a envahi le conseil de Bordeaux Métropole, pris la parole pour dénoncé le silence des pouvoirs publics face à la catastrophe que représente la fermeture. Juppé a suspendu la séance pour finalement nous recevoir. La bataille continue pic.twitter.com/DzSqZsFkuw"
"Nantes, les émeutes violentes qui ont suivie la mort d’un jeune traduisent la profondeur de la colère et du désespoir. La réponse n’est pas dans la répression, elle est forcément sociale, fin du chômage et des discriminations, remettre les services publics, redonner la dignité."
La police a encore tué un jeune. La colère dans les quartiers populaires de Nantes est complètement légitime. Faut stopper ces violences policières exercées contre les populations parmi les plus précaires. Le désarmement de cette police est une mesure nécessaire de santé publique
"Quand un politicien corrompu a des ennuis en justice, il a presque toujours son « 20 heures » pour se défendre contre un soit-disant complot. Quand nos emmerdes, c’est une usine qui ferme et des milliers d’emplois perdus, dans ce cas il n’y a aucune invitation. Je veux mon 20h !"
Fin de manif unitaire à Bordeaux contre la fermeture de l’usine Ford et contre les licenciements partout. On était 400 mais ce n’est qu’un début ! On ne lâche rien. pic.twitter.com/v4J7N8Yn5n
"Non à la fermeture de l’usine Ford de Blanquefort. Manifestation unitaire samedi 30 juin à 14h à Bordeaux, place Pey-Berland. Exemple de décoration du panneau Ford. pic.twitter.com/prdVCbczBx"
"Usine Ford Blanquefort : la tension monte, ce matin, une centaine de salarié.e.s envahissent la salle de réunion du PSE. Pour demander des comptes à la direction, pour exiger le respect de nous toutes et tous. Ford doit donner les moyens de maintenir les emplois, le maximum."
"Ford veut fermer l’usine alors nous, en protestation, on condamne les portillons d’entrée, aujourd’hui, jour d’ouverture du PSE (plan de fermeture et de licenciements). Pour changer ce climat terrible de résignation, pour que la colère s’exprime, pour changer la donne. pic.twitter.com/IRK9XPYGlz"
"Devant l’usine Ford Cologne. Action contre la fermeture de l’usine de Blanquefort. Solidarité des travailleurs de Ford Getrag Cologne, de Punch Strasbourg. Tous ensemble ! pic.twitter.com/t5HcfnfZIN"
Rassemblement contre la fermeture de l’usine Ford Bordeaux devant le siège de Ford Europe. Accueillis chaleureusement par les syndicalistes IG Metal de Ford et Getrag Cologne. Expression de la solidarité des syndicats Ford de Belgique-Espagne-Russie. Ça fait du bien au moral ! pic.twitter.com/KfiT5LpFUr
