tweet
La visite de la maison d’Aimé Césaire à Fort-de-France nous rappelle que son message d’émancipation est toujours aussi actuel #GIPMémoiredelEsclavage
Aujourd’hui visite émouvante du Mémorial ACTe à Pointe-à-Pitre. Cette réalisation est un acte fondateur qui nous oblige. #MémorialACTe #GIPMémoiredelEsclavage
"« Mon ambition, c’est que la Fondation soit une réussite ». Interview ce jour dans @FranceAntilles, qui revient sur les enjeux du #GIP sur la mémoire de l’esclavage et nos priorités des prochains mois. pic.twitter.com/5G3wTEGl4n"
Lancement de Youth for Peace  organisé par l’#OFAJ & la #FondationKörber. 500 jeunes de toute l’Europe réunis à Berlin. Ils présenteront leurs 100 propositions pour la paix aux présidents allemand et français. Comment se souvenir ensemble du passé et créer un monde de paix
"En ce 11 Novembre 2018, à Maulévrier, Nantes et Paris, la même ferveur, le même hommage et la même vigilance pour une paix durable."
"Autour de la statue de Victor Hugo à Besançon, rencontre avec des élus de la Route des abolitions pour présenter la Fondation sur la mémoire de l’esclavage pic.twitter.com/s4wAp47vHW"
"Quartier du Breil à Nantes, dialogue sans tabou avec des jeunes. Mémoire de l’esclavage et questions d’aujourd’hui. Discriminations et racisme au quotidien. pic.twitter.com/eGZMG5nWTU"
"Hommage à Jean Monnier. Il restera un grand maire d’Angers. Il incarnait si bien sa ville, il l’a profondément transformée et a su lui donner toute sa place parmi les grandes villes de l’Ouest."
Esclavage: la France doit regarder son histoire en face  https://w.lpnt.fr/2262433t  @LePoint
"Je félicite Maryse Condé, lauréate du ""nouveau prix de littérature"". Par son talent, elle a su faire entendre les voix enfouies du temps de l'esclavage, et d'abord celles des femmes. Son œuvre et son engagement pour l'humanité méritaient d'être récompensés par ce prix à sa mesure"
 https://www.lemonde.fr/long-format/article/2018/09/14/a-idlib-l-epilogue-de-l-insurrection-syrienne_5355146_5345421.html …
Un renoncement au prélèvement à la source serait une grave erreur! #impots #Prélèvementàlasource https://twitter.com/OuestFrance/status/1036836763451371520 …
"Monsieur le Président Poutine, vous avez le pouvoir et la responsabilité de sauver la vie d’Oleg Sentsov. Il est encore temps! @KremlinRussia_E #OlegSentsov"
"Homme de paix, grand défenseur du multilatéralisme et des droits de l’homme, Kofi Annan manque déjà à la communauté internationale #KofiAnnan #ONU"
"Le courage, le combat contre l’apartheid et le message universel de #NelsonMandela continuent de nous inspirer, soyons à la hauteur de son héritage #MandelaDay"
"1998-2018: même ferveur, même fierté, même fraternité!  MERCI LES BLEUS de nous avoir réunis et de nous faire rêver tous ensemble ! 🇫🇷✨ @equipedefrance #FRACRO #ChampionsDuMonde"
BRAVO au Nantais de coeur Didier Deschamps et BRAVO aux Bleus de tout coeur avec vous! @equipedefrance #FraBel 🇫🇷🙌
"Participation aux #DialoguesEnHumanité de Lyon, très beau festival citoyen sur l'échange en toute liberté pour un autre monde, plus fraternel, plus solidaire et plus respectueux du bien commun"
"Revoir le film ""Shoah"" de #ClaudeLanzmann est un devoir, celui de saluer son immense travail et la mémoire de millions de vies"
"55 ans après sa création par le Traité de l'Elysée, l'Office franco-allemand pour la jeunesse, organisation clef de la coopération européenne, doit pouvoir amplifier son action au service des jeunes Français et Allemands #ofaj55dfjw"
"Nantes : éloge du pas de côté. Une oeuvre de Philippe Ramette installée par le #VoyageàNantes, place du Bouffay. Une offre pérenne, j'espère, à l'image de l'audace nantaise ! pic.twitter.com/ZJkYejoi3s"
"Au Panthéon pour l'hommage solennel de la nation rendu à Simone Veil dont les combats ont changé la France et qui, marquée à jamais par la tragédie de la Shoah, a fait de l'Europe l'engagement de toute une vie #SimoneVeil"
"Hommage à Monique Papon qui nous quitte après des années d'engagement d'élue au service de Nantes, de la Loire Atlantique et de la République. Profondément européenne, elle était aussi passionnément attachée à la ville de Nantes. Sincères pensées à sa famille et à tous ses amis."
"Grande émotion après l'annonce du décès de Jean-Claude Boulard, ancien parlementaire et maire du Mans. Grand élu, convaincu du rôle irremplaçable de la décentralisation pour le développement du pays et la cohésion sociale. Solidarité avec sa famille et le Mans #JeanClaudeBoulard"
"Participation à Genève à un passionnant colloque :  ""L’avenir de l’Union européenne, défis et initiatives.""  C'est le moment des décisions courageuses et audacieuses. Un accord franco-allemand est indispensable #GSI-UNIGE"
"Hommage attristé et amical à René Leroux, à sa combativité, sa proximité, sa disponibilité dans tous ses engagements de maire de la Turballe, de conseiller départemental et de député #RenéLeroux"
Bravo!!!! https://twitter.com/hbcnantes/status/1000390137904328704 …
"Les combats pour la liberté, le refus du racisme et des discriminations, la lutte contre toutes les formes d’esclavage dans le monde nécessitent notre mobilisation constante #FondationPourLaMémoireDeLesclavage #23mai #Lamarchedu23mai2018"
"Hommage aux victimes de l’esclavage et de la traite négrière, cérémonie aux Tuileries en préfiguration du futur mémorial à Paris, là où en 1794 la 1ère République décida la 1ère abolition de l’esclavage puis #Lamarchedu23mai2018"
"À Saint-Malo pour #ÉtonnantsVoyageurs et la diffusion du film ""Sauvages. Au cœur des zoos humains."" Heureux de participer au débat ""Dépasser les traumas de l'histoire"" avec @Pascal Blanchard, @Felwine Sarr, @Abd Al Malik, @Patrick Chamoiseau, @Wilfried N'Sondé, @Yann Nicol pic.twitter.com/w1FGeL9KD2"
